code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
SWMM4X100MFRFRA01,TRUE,France,M,FRA,France,France,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRGBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 100m Freestyle Relay,5,
SWMM4X100MFRGER01,TRUE,Germany,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRGRE01,TRUE,Greece,M,GRE,Greece,Greece,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRHUN01,TRUE,Hungary,M,HUN,Hungary,Hungary,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRISR01,TRUE,Israel,M,ISR,Israel,Israel,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRITA01,TRUE,Italy,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 100m Freestyle Relay,6,
SWMM4X100MFRPOL01,TRUE,Poland,M,POL,Poland,Poland,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRSRB01,TRUE,Serbia,M,SRB,Serbia,Serbia,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRSWE01,TRUE,Sweden,M,SWE,Sweden,Sweden,Swimming,SWM,Men's 4 x 100m Freestyle Relay,4,
SWMM4X100MFRUSA01,TRUE,United States of America,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 100m Freestyle Relay,6,
SWMM4X100MMDAUS01,TRUE,Australia,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 100m Medley Relay,5,
SWMM4X100MMDAUT01,TRUE,Austria,M,AUT,Austria,Austria,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDCAN01,TRUE,Canada,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 100m Medley Relay,5,
SWMM4X100MMDCHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 100m Medley Relay,5,
SWMM4X100MMDESP01,TRUE,Spain,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDFRA01,TRUE,France,M,FRA,France,France,Swimming,SWM,Men's 4 x 100m Medley Relay,6,
SWMM4X100MMDGBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 100m Medley Relay,5,
SWMM4X100MMDGER01,TRUE,Germany,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 100m Medley Relay,5,
SWMM4X100MMDIRL01,TRUE,Ireland,M,IRL,Ireland,Ireland,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDITA01,TRUE,Italy,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDJPN01,TRUE,Japan,M,JPN,Japan,Japan,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDKOR01,TRUE,Republic of Korea,M,KOR,Korea,Republic of Korea,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDNED01,TRUE,Netherlands,M,NED,Netherlands,Netherlands,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDPOL01,TRUE,Poland,M,POL,Poland,Poland,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDSUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Swimming,SWM,Men's 4 x 100m Medley Relay,4,
SWMM4X100MMDUSA01,TRUE,United States of America,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 100m Medley Relay,7,
SWMM4X200MFRAUS01,TRUE,Australia,M,AUS,Australia,Australia,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6,
SWMM4X200MFRBRA01,TRUE,Brazil,M,BRA,Brazil,Brazil,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRCAN01,TRUE,Canada,M,CAN,Canada,Canada,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRCHN01,TRUE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,Men's 4 x 200m Freestyle Relay,5,
SWMM4X200MFRESP01,TRUE,Spain,M,ESP,Spain,Spain,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRFRA01,TRUE,France,M,FRA,France,France,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRGBR01,TRUE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6,
SWMM4X200MFRGER01,TRUE,Germany,M,GER,Germany,Germany,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRGRE01,TRUE,Greece,M,GRE,Greece,Greece,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRISR01,TRUE,Israel,M,ISR,Israel,Israel,Swimming,SWM,Men's 4 x 200m Freestyle Relay,5,
SWMM4X200MFRITA01,TRUE,Italy,M,ITA,Italy,Italy,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRJPN01,TRUE,Japan,M,JPN,Japan,Japan,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRKOR01,TRUE,Republic of Korea,M,KOR,Korea,Republic of Korea,Swimming,SWM,Men's 4 x 200m Freestyle Relay,6,
SWMM4X200MFRLTU01,TRUE,Lithuania,M,LTU,Lithuania,Lithuania,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRSUI01,TRUE,Switzerland,M,SUI,Switzerland,Switzerland,Swimming,SWM,Men's 4 x 200m Freestyle Relay,4,
SWMM4X200MFRUSA01,TRUE,United States of America,M,USA,United States,United States of America,Swimming,SWM,Men's 4 x 200m Freestyle Relay,7,
SWMW4X100MFRAUS01,TRUE,Australia,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6,
SWMW4X100MFRBRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRCAN01,TRUE,Canada,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6,
SWMW4X100MFRCHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5,
SWMW4X100MFRDEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRFRA01,TRUE,France,W,FRA,France,France,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5,
SWMW4X100MFRGBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRHKG01,TRUE,"Hong Kong, China",W,HKG,"Hong Kong, China","Hong Kong, China",Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRHUN01,TRUE,Hungary,W,HUN,Hungary,Hungary,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRIRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRITA01,TRUE,Italy,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRNED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRPOL01,TRUE,Poland,W,POL,Poland,Poland,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRSLO01,TRUE,Slovenia,W,SLO,Slovenia,Slovenia,Swimming,SWM,Women's 4 x 100m Freestyle Relay,4,
SWMW4X100MFRSWE01,TRUE,Sweden,W,SWE,Sweden,Sweden,Swimming,SWM,Women's 4 x 100m Freestyle Relay,5,
SWMW4X100MFRUSA01,TRUE,United States of America,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 100m Freestyle Relay,6,
SWMW4X100MMDAUS01,TRUE,Australia,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 100m Medley Relay,8,
SWMW4X100MMDCAN01,TRUE,Canada,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 100m Medley Relay,7,
SWMW4X100MMDCHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 100m Medley Relay,7,
SWMW4X100MMDDEN01,TRUE,Denmark,W,DEN,Denmark,Denmark,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDFRA01,TRUE,France,W,FRA,France,France,Swimming,SWM,Women's 4 x 100m Medley Relay,5,
SWMW4X100MMDGBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDGER01,TRUE,Germany,W,GER,Germany,Germany,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDHKG01,TRUE,"Hong Kong, China",W,HKG,"Hong Kong, China","Hong Kong, China",Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDIRL01,TRUE,Ireland,W,IRL,Ireland,Ireland,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDITA01,TRUE,Italy,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDJPN01,TRUE,Japan,W,JPN,Japan,Japan,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDNED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDPOL01,TRUE,Poland,W,POL,Poland,Poland,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDSGP01,TRUE,Singapore,W,SGP,Singapore,Singapore,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDSWE01,TRUE,Sweden,W,SWE,Sweden,Sweden,Swimming,SWM,Women's 4 x 100m Medley Relay,4,
SWMW4X100MMDUSA01,TRUE,United States of America,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 100m Medley Relay,8,
SWMW4X200MFRAUS01,TRUE,Australia,W,AUS,Australia,Australia,Swimming,SWM,Women's 4 x 200m Freestyle Relay,6,
SWMW4X200MFRBRA01,TRUE,Brazil,W,BRA,Brazil,Brazil,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRCAN01,TRUE,Canada,W,CAN,Canada,Canada,Swimming,SWM,Women's 4 x 200m Freestyle Relay,5,
SWMW4X200MFRCHN01,TRUE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,Women's 4 x 200m Freestyle Relay,6,
SWMW4X200MFRESP01,TRUE,Spain,W,ESP,Spain,Spain,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRFRA01,TRUE,France,W,FRA,France,France,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRGBR01,TRUE,Great Britain,W,GBR,Great Britain,Great Britain,Swimming,SWM,Women's 4 x 200m Freestyle Relay,5,
SWMW4X200MFRGER01,TRUE,Germany,W,GER,Germany,Germany,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRHUN01,TRUE,Hungary,W,HUN,Hungary,Hungary,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRISR01,TRUE,Israel,W,ISR,Israel,Israel,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRITA01,TRUE,Italy,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRJPN01,TRUE,Japan,W,JPN,Japan,Japan,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRNED01,TRUE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRNZL01,TRUE,New Zealand,W,NZL,New Zealand,New Zealand,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRTUR01,TRUE,Türkiye,W,TUR,Türkiye,Türkiye,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4,
SWMW4X200MFRUSA01,TRUE,United States of America,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 200m Freestyle Relay,7,
SWMX4X100MMDAUS01,TRUE,Australia,X,AUS,Australia,Australia,Swimming,SWM,Mixed 4 x 100m Medley Relay,8,
SWMX4X100MMDBRA01,TRUE,Brazil,X,BRA,Brazil,Brazil,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDCAN01,TRUE,Canada,X,CAN,Canada,Canada,Swimming,SWM,Mixed 4 x 100m Medley Relay,7,
SWMX4X100MMDCHN01,TRUE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,Mixed 4 x 100m Medley Relay,6,
SWMX4X100MMDFRA01,TRUE,France,X,FRA,France,France,Swimming,SWM,Mixed 4 x 100m Medley Relay,6,
SWMX4X100MMDGBR01,TRUE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,Mixed 4 x 100m Medley Relay,5,
SWMX4X100MMDGER01,TRUE,Germany,X,GER,Germany,Germany,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDGRE01,TRUE,Greece,X,GRE,Greece,Greece,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDISR01,TRUE,Israel,X,ISR,Israel,Israel,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDITA01,TRUE,Italy,X,ITA,Italy,Italy,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDJPN01,TRUE,Japan,X,JPN,Japan,Japan,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDKOR01,TRUE,Republic of Korea,X,KOR,Korea,Republic of Korea,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDNED01,TRUE,Netherlands,X,NED,Netherlands,Netherlands,Swimming,SWM,Mixed 4 x 100m Medley Relay,6,
SWMX4X100MMDPOL01,TRUE,Poland,X,POL,Poland,Poland,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDSWE01,TRUE,Sweden,X,SWE,Sweden,Sweden,Swimming,SWM,Mixed 4 x 100m Medley Relay,4,
SWMX4X100MMDUSA01,TRUE,United States of America,X,USA,United States,United States of America,Swimming,SWM,Mixed 4 x 100m Medley Relay,8,
T000180168080,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T002027129113,FALSE,France,M,FRA,France,France,Rowing,ROW,Men's Double Sculls,2,
T005088118027,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4,
T005092223144,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T005105061005,FALSE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T005106100046,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T006235228185,FALSE,Australia,X,AUS,Australia,Australia,Swimming,SWM,,4,
T007165029113,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T009051173051,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T009172220247,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T010112120160,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T010239039210,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T011230232205,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T012092132149,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T012123222150,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T013046016056,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T015155079200,FALSE,South Africa,M,RSA,South Africa,South Africa,Swimming,SWM,,4,
T015237038062,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T017210105197,FALSE,Poland,M,POL,Poland,Poland,Swimming,SWM,,4,
T018050143120,FALSE,Republic of Korea,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4,
T018078205011,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T021139183156,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T021182047086,FALSE,Italy,W,ITA,Italy,Italy,Swimming,SWM,,4,
T021189149154,FALSE,NADAS Bence / TOTKA Sandor,M,HUN,Hungary,Hungary,Canoe Sprint,CSP,Men's Kayak Double 500m,2,
T026007161153,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T027065149125,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Cycling Track,CTR,,3,
T027137076094,FALSE,Russian Federation,X,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4,
T028003209106,FALSE,Israel,W,ISR,Israel,Israel,Swimming,SWM,,4,
T029092105234,FALSE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2,
T031089020226,FALSE,Austria,M,AUT,Austria,Austria,Swimming,SWM,,4,
T031187113126,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Four,4,
T032180102004,FALSE,Hungary,W,HUN,Hungary,Hungary,Swimming,SWM,,4,
T032230089255,FALSE,South Africa,W,RSA,South Africa,South Africa,Swimming,SWM,,4,
T032254243215,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T033016104132,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T034172017177,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T036058255160,FALSE,Italy,X,ITA,Italy,Italy,Shooting,SHO,,2,
T036184251139,FALSE,Canada,W,CAN,Canada,Canada,Swimming,SWM,,4,
T037217050165,FALSE,Great Britain,W,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T038182198132,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Cycling Track,CTR,,3,
T040023042051,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T040026171031,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T040052215176,FALSE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T040141230067,FALSE,Ireland,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2,
T041030033135,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T043219044070,FALSE,Republic of Korea,X,KOR,Korea,Republic of Korea,Archery,ARC,,2,
T044178085196,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T047173034031,FALSE,Republic of Korea,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4,
T048127108097,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T048252009004,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T049177232236,FALSE,New Zealand,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2,
T050018234251,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T050113048223,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T051001088214,FALSE,South Africa,M,RSA,South Africa,South Africa,Swimming,SWM,,4,
T051044143211,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T051068010116,FALSE,CARRINGTON Lisa / REGAL Caitlin,W,NZL,New Zealand,New Zealand,Canoe Sprint,CSP,Women's Kayak Double 500m,2,
T052000234216,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Shooting,SHO,,2,
T052132148157,FALSE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9,
T053127170146,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T054085034000,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T054095068175,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T055237149192,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T056152082134,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T056184065059,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T056243084219,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T057153235207,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T059049008124,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,2,
T061066235178,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T061189189233,FALSE,Germany,W,GER,Germany,Germany,Cycling Track,CTR,,4,
T061199228210,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T062099173126,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T063034253052,FALSE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Double Sculls,2,
T069195059111,FALSE,United States of America,X,USA,United States,United States of America,Shooting,SHO,,2,
T070176182065,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T070224246047,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T072239007015,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T073161009048,FALSE,Germany,W,GER,Germany,Germany,Cycling Track,CTR,,4,
T073212219121,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T074215096235,FALSE,South Africa,X,RSA,South Africa,South Africa,Swimming,SWM,,4,
T075047206000,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T075068011152,FALSE,Canada,W,CAN,Canada,Canada,Swimming,SWM,,4,
T076077236018,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T077028246213,FALSE,Canada,W,CAN,Canada,Canada,Swimming,SWM,,4,
T077146100097,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T079248110012,FALSE,Italy,W,ITA,Italy,Italy,Swimming,SWM,,4,
T080064149056,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T080216244244,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T082101210032,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T083202023196,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T083223008017,FALSE,German Democratic Republic,W,GDR,German Dem. Republic,German Democratic Republic,Swimming,SWM,,4,
T083238094200,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T084165231039,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T085109095203,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T085178047216,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T086166153118,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T086254156090,FALSE,Spain,M,ESP,Spain,Spain,Canoe Sprint,CSP,Men's Kayak Four 500m,4,
T087049051255,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T087095040064,FALSE,Hungary,W,HUN,Hungary,Hungary,Swimming,SWM,,4,
T088121127206,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T091046074070,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T091074019200,FALSE,Australia,X,AUS,Australia,Australia,Swimming,SWM,,4,
T091147023065,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4,
T093018155227,FALSE,Spain,M,ESP,Spain,Spain,Swimming,SWM,,4,
T094207118201,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T094231202250,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T095071193182,FALSE,Hungary,M,HUN,Hungary,Hungary,Swimming,SWM,,4,
T096245183145,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T097024201207,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T097190080234,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T097198068021,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T099012198163,FALSE,France,M,FRA,France,France,Swimming,SWM,,4,
T101139061230,FALSE,Germany,M,GER,Germany,Germany,Rowing,ROW,Men's Eight,9,
T103009064164,FALSE,Serbia,M,SRB,Serbia,Serbia,Swimming,SWM,,4,
T103220134006,FALSE,Hungary,W,HUN,Hungary,Hungary,Canoe Sprint,CSP,Women's Kayak Four 500m,4,
T103223108185,FALSE,India,X,IND,India,India,Shooting,SHO,,2,
T104147084217,FALSE,Unified Team,M,EUN,Unified Team,Unified Team,Swimming,SWM,,4,
T105004201136,FALSE,RAUHE Ronald / WIESKOTTER Tim,M,GER,Germany,Germany,Canoe Sprint,CSP,Men's Kayak Double 500m,2,
T107073074055,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T107081146202,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T107144046005,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T108070151074,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T108160233061,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T108161120062,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T109237041237,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T110180116243,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T112130234068,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T112173189178,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T114143077091,FALSE,Sweden,W,SWE,Sweden,Sweden,Swimming,SWM,,4,
T117044066011,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Cycling Track,CTR,,3,
T117235076051,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T119034156000,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T120121050150,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T121068205168,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T123093085163,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T124043035021,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T126209096140,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T127073218087,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T127075108220,FALSE,South Africa,W,RSA,South Africa,South Africa,Swimming,SWM,,4,
T127127130200,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T128043238071,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T129222111254,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T132114009227,FALSE,Republic of Korea,W,KOR,Korea,Republic of Korea,Archery,ARC,,3,
